year_film,film,tomatometer_rating,audience_rating,rt_release_month,rt_url,poster_url
2016,Lion,84.0,91.0,11.0,https://www.rottentomatoes.com/m/lion_2016,https://resizing.flixster.com/ptes-Egc_-9tUp8pir_VJl4J9fw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I0NzMwNjdkLTYzNWMtNGU1YS04YjYyLTQyMjQwMzEzYzU3Ni53ZWJw
2016,Manchester by the Sea,96.0,78.0,11.0,https://www.rottentomatoes.com/m/manchester_by_the_sea,https://resizing.flixster.com/Md43y6frN-sFNDW6VvaJuCMkSi8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzVhNDgyZGIwLTRlZTYtNGE4OC1iZTA1LTY0NWQ3ZThjYzc4MS53ZWJw
2016,Moonlight,98.0,79.0,10.0,https://www.rottentomatoes.com/m/moonlight_2016,https://resizing.flixster.com/HE1uYAymQPCdYxRQ4SQHAOmKE60=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ1MTIzMDlhLWJiMWUtNGVhOS05MjFhLTkyMjVmNDkzNDA5Yi53ZWJw
2017,Call Me by Your Name,95.0,86.0,11.0,https://www.rottentomatoes.com/m/call_me_by_your_name,https://resizing.flixster.com/GR7S7lf9u9iCxy-rQIYOLVQIOL0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJkOGVlYzY1LTA2YjItNDc5My1hZDk5LTM3MGJjMWIyYmIxYS53ZWJw
2017,Darkest Hour,84.0,83.0,11.0,https://www.rottentomatoes.com/m/darkest_hour_2017,https://resizing.flixster.com/R2zGsQrVcJJG-0US45kyEU-agaU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg3MjhlMzc3LTczMWEtNDliZi05MjA1LThlNTU3Zjk3MWRmZi53ZWJw
2017,Dunkirk,92.0,81.0,7.0,https://www.rottentomatoes.com/m/dunkirk_2017,https://resizing.flixster.com/Q8brnMSWFLzW9S2nPmfqAYdQRQg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I1MWE0NTljLTA3ODgtNDZkYy04NTcwLTgzMzg3ZjRmMzRhNC53ZWJw
2017,Get Out,98.0,86.0,2.0,https://www.rottentomatoes.com/m/get_out,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13365032_p_v8_bb.jpg
2017,Lady Bird,99.0,79.0,11.0,https://www.rottentomatoes.com/m/lady_bird,https://resizing.flixster.com/LOtla2hZ_dEZ8mLjLKYYUX5NLyo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI4MjU0NjdiLTMwYTQtNDVmNy1hYjdjLWYwNTk5NTc0MGQ3MC53ZWJw
2017,Phantom Thread,91.0,71.0,12.0,https://www.rottentomatoes.com/m/phantom_thread,https://resizing.flixster.com/bFDoqmvPGUHzolVNXKvypEFD3ao=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzUzYjUyMzY1LWRhNzMtNDcyYS05ZjY4LWVmMzA0MjA5ZTY5Yy53ZWJw
2017,The Post,88.0,74.0,12.0,https://www.rottentomatoes.com/m/the_post,https://resizing.flixster.com/b1_Zsvx8AowcizYoz8nLdhuc3bI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2Y2ZjMyMTdiLTg4ZDItNGQ5ZS05ZjA0LTVlYjdlMmNiZWZlZC53ZWJw
2017,The Shape of Water,92.0,73.0,12.0,https://www.rottentomatoes.com/m/the_shape_of_water_2017,https://resizing.flixster.com/a1USHwfsu8Hi78cwXv6MGWi2lOY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2RmNjViZTE4LTQ1MGEtNDRhZC1hZTQwLWM4MTY4YTBmZmVlZi53ZWJw
2017,"Three Billboards outside Ebbing, Missouri",90.0,87.0,11.0,https://www.rottentomatoes.com/m/three_billboards_outside_ebbing_missouri,https://resizing.flixster.com/Zd8kHAMa3SRSR2WgqQLOpVJD_Wg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ4NGIxYWEyLWU0ZjAtNGNhYy05YjM0LTViMGYwNzEwNWJmYy53ZWJw
2018,A Star Is Born,90.0,80.0,10.0,https://www.rottentomatoes.com/m/a_star_is_born_2018,https://resizing.flixster.com/jmpKZR-GAGYWjZpXu25ndlHpD7w=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQyNWM2MmY3LTkyMTctNDU1YS1hNDk1LTBjNDBlNmE1NmQzZi53ZWJw
2018,BlacKkKlansman,96.0,83.0,8.0,https://www.rottentomatoes.com/m/blackkklansman,https://resizing.flixster.com/KoCmKfVhBorDKVtN-DRHCOuJOY8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJiOWE0ZDFlLTAwMTctNGJlZS05OWYyLTU1NWQ3ZDk3OWUxZS53ZWJw
2018,Black Panther,96.0,79.0,2.0,https://www.rottentomatoes.com/m/black_panther_2018,https://resizing.flixster.com/KBlur3LaA-y1U1yt6_Y2uO25ozA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzMxOGI1YzBhLWMyMjEtNGUxMS1iM2Q0LWQ4OGMyYzQyZjQyYS53ZWJw
2018,Bohemian Rhapsody,60.0,85.0,11.0,https://www.rottentomatoes.com/m/bohemian_rhapsody,https://resizing.flixster.com/O_8EbgorSfj8YGWHPvQ2TQeVY0U=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I4MTk1NWE1LTQ2YjctNDMxMC1hYWRjLTU3NjYzOGE2YWM0ZC53ZWJw
2018,Green Book,77.0,92.0,11.0,https://www.rottentomatoes.com/m/green_book,https://resizing.flixster.com/jQBU3teZvGljzA2dVa4qp-3BXe0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzM5ZGFmNTRhLThhM2EtNDM3Ny1iOGViLTk1ZDBhNWJiZTg0Ni53ZWJw
2018,Roma,96.0,72.0,11.0,https://www.rottentomatoes.com/m/roma_2018,https://resizing.flixster.com/MvoVTcwumpYhVPrgSTDR5MjP4lQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2RlZGU3NzUwLWI3ZDAtNGQyZS1iZGNmLTdhOWM2ODc1ZjMwNS53ZWJw
2018,The Favourite,93.0,71.0,11.0,https://www.rottentomatoes.com/m/the_favourite_2018,https://resizing.flixster.com/_DUuDQuAIxxHtAqvyvM8zR9vDOI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzk4NTJmNjE1LTE4YjEtNDY1OC1iMWViLTg1YTFhYzJjOGM5Yy53ZWJw
2018,Vice,64.0,61.0,12.0,https://www.rottentomatoes.com/m/vice_2018,https://resizing.flixster.com/WW-GFyqisJWPkYUc2dRuF8x4K-E=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2FlZDhlM2E2LWM0YjYtNDg4Yy05Y2FjLTQyMGMwNGM3ZDE2ZC53ZWJw
2019,1917,88.0,88.0,12.0,https://www.rottentomatoes.com/m/1917_2019,https://resizing.flixster.com/hu80cOh-9NU_eottnuVgtP_nW54=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2ZlMTgyZjNiLTIxMDQtNGE4Mi05ZjAxLTlhNjk3YTdkMDYxNi53ZWJw
2019,Ford v Ferrari,92.0,98.0,11.0,https://www.rottentomatoes.com/m/ford_v_ferrari,https://resizing.flixster.com/57WJsL4p6a3Q0O-xSSbus4KI8X0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZjNWVkN2M3LTUyNjYtNGRhMi1hMjYxLWY5ZDc1MDViZDVhMS53ZWJw
2019,Jojo Rabbit,81.0,94.0,10.0,https://www.rottentomatoes.com/m/jojo_rabbit,https://resizing.flixster.com/Gk3Rsra8pCfIegb-rwk_hQs5Nt4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzgyNjc5YzczLTAyNmMtNDk5MC1iZDYzLWNmNDg4MjAwMDM2MC53ZWJw
2019,Joker,68.0,89.0,10.0,https://www.rottentomatoes.com/m/joker_2019,https://resizing.flixster.com/YrgoDA1swmWoj7JbfGNWsJ1Y4vc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzIzNjM3NmRhLWZiOWUtNGFjNC1hMTViLTM1ZWEzNWRkMzI1Zi53ZWJw
2019,Little Women,95.0,92.0,12.0,https://www.rottentomatoes.com/m/little_women_2019,https://resizing.flixster.com/rYcj2hcdp1ffcGQQKtdmKhF82IE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzdmMTk0MmQ2LTQzMmEtNGFmOC1hODEzLTRjNGRmOTFjYTQxNi53ZWJw
2019,Marriage Story,95.0,85.0,11.0,https://www.rottentomatoes.com/m/marriage_story_2019,https://resizing.flixster.com/hTjy4hHVahHpFvTupVi7-jnMnuQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2YyODE2NjBkLWM3ZTYtNDNjMi05NzM0LTZjN2QyZjhiYTY0MC53ZWJw
2019,Once upon a Time...in Hollywood,86.0,70.0,7.0,https://www.rottentomatoes.com/m/once_upon_a_time_in_hollywood,https://resizing.flixster.com/XZhUDb2br0TYzoMUa0T5B-Az_c0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2VkMmI3OGU4LWRlZDYtNGQ2MS1hZWRmLWU4ZGEzMjhkNTViNS53ZWJw
2019,Parasite,99.0,90.0,11.0,https://www.rottentomatoes.com/m/parasite_2019,https://resizing.flixster.com/0nQ2niq2j-E4gdW_kB5H606atmc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZlZWEwMmY4LTk1OWUtNGEyOS04ODRmLTA0OWRjMzhlYWZkNi53ZWJw
2019,The Irishman,95.0,86.0,11.0,https://www.rottentomatoes.com/m/the_irishman,https://resizing.flixster.com/GUewSzxRltnb1uUNG-K85DQXFqk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzViMjBhZDM0LWMxNTUtNDA3OC05ZjVkLTg4MDliYjNhNjdkOC53ZWJw
2020,Judas and the Black Messiah,96.0,95.0,,https://www.rottentomatoes.com/m/judas_and_the_black_messiah,https://resizing.flixster.com/fkrnnYL6c2XpoT2bYabLpeIkB0U=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzllOWJlOTk0LTExMjktNDU0MC04MmNlLTg1ZTlkNjc0N2ViZC5qcGc=
2020,Mank,83.0,62.0,,https://www.rottentomatoes.com/m/mank,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p18858963_p_v8_ab.jpg
2020,Minari,98.0,92.0,,https://www.rottentomatoes.com/m/minari,https://resizing.flixster.com/E18FO2BbJxaQTHe4xb6lIt59Apo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2MxZGFjOGZmLWRiMDEtNDdkMi04OTA5LTk3YTU4YmVkZDE0MS5qcGc=
2020,Nomadland,93.0,82.0,,https://www.rottentomatoes.com/m/nomadland,https://resizing.flixster.com/7TTnMSfqk40GyhbZ_ael5N4Zp9o=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJjOWRjNGVkLTIwNDAtNDlmZS04MDM5LTNjYzM0ZDFlODhhMy5qcGc=
2020,Promising Young Woman,90.0,87.0,,https://www.rottentomatoes.com/m/promising_young_woman,https://resizing.flixster.com/1o6JAFpMU6u4Ju26iCZfQww3ozE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2QzZTBmNWYyLTQ0OTItNGE4ZS1iMGJjLTc4YzQ5OTMwMTVkMS5qcGc=
2020,Sound of Metal,97.0,90.0,,https://www.rottentomatoes.com/m/sound_of_metal,https://resizing.flixster.com/3eYXgGwGnn9Ld4Y3Nzij_BKPUKE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZmY2YwNDVjLWQ5NzctNDI3ZS1hZjc0LWU5NGU5ZmRlMzhkYS5wbmc=
2020,The Father,98.0,88.0,,https://www.rottentomatoes.com/m/the_father_2021,https://resizing.flixster.com/nhFN5sBxBw71nKh8O_TkesSHDx4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzM2YzVhYWQyLTNmMTgtNDc0Ni1hZTFjLTUxN2ViZDBkYjNmZC5qcGc=
2020,The Trial of the Chicago 7,89.0,90.0,,https://www.rottentomatoes.com/m/the_trial_of_the_chicago_7,https://resizing.flixster.com/J4_g29z9mN7GdcC1tT340TA6dYg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2UyMGRlYzliLWJjYTQtNDYyNC04NmI2LTY1ODYyMTA2YWZlYi53ZWJw
2021,Belfast,86.0,92.0,,https://www.rottentomatoes.com/m/belfast,https://resizing.flixster.com/ETai5KqrMwxPkIXfgCWpc9zAf4o=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZjOWRkM2RkLWM3ZjgtNGE5OC1iZTFiLWVjNWIwZWQxYjZiMi5qcGc=
2021,CODA,94.0,91.0,,https://www.rottentomatoes.com/m/coda_2021,https://resizing.flixster.com/SjEszAGGYlaasiZ_kJZhf5POWFg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzdhMTUyZDA5LTlkMDktNGE0OC05ZjM3LThmZGQ3OTI1YTM4OS5wbmc=
2021,Don't Look Up,56.0,78.0,,https://www.rottentomatoes.com/m/dont_look_up_2021,https://resizing.flixster.com/iC6tded_K_movQT9LqrU2x46G4Y=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg4Yjk0NDAxLWFhODgtNDE4ZC04MDJlLTZlZmIzYTFjMjdiYy5qcGc=
2021,Drive My Car,97.0,78.0,,https://www.rottentomatoes.com/m/drive_my_car,https://resizing.flixster.com/ro2jW5RZekSzKf2ypKBqxFb-g68=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzYyYTZjMzkwLWU0MGMtNDgyZC1hMDcwLWIyNGFjYTBkNTJlYi5qcGc=
2021,Dune,83.0,90.0,,https://www.rottentomatoes.com/m/dune_2021,https://resizing.flixster.com/gcRn4_emLo1Iz5ndbvUOKDYq35c=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzdhYTI2NDJkLTU5YTYtNDNkOS05ZWQxLWZiNjFlOTZmYjZlZS5qcGc=
2021,King Richard,90.0,98.0,,https://www.rottentomatoes.com/m/king_richard,https://resizing.flixster.com/gBrgxl755XtSC70b4NvP6D1DBa8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI3ZGZjMzdjLTI5MDAtNDlhNS1iY2IxLWUyOWFiNzY0MTVmZS5qcGc=
2021,Licorice Pizza,90.0,65.0,,https://www.rottentomatoes.com/m/licorice_pizza,https://resizing.flixster.com/IrHHxOl5fDiUH6Y30dV8GGO5X2g=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY1YjVkNmRkLTg1YTQtNGY0Yi05NjZkLThlMWQ0NGRiMTc0Zi5qcGc=
2021,Nightmare Alley,80.0,68.0,,https://www.rottentomatoes.com/m/nightmare_alley_2021,https://resizing.flixster.com/2q0ja5pOYxDRZ2b8LD4ukjr8zqI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzgwNzVmNjE2LTJiY2QtNDhhMS04ODZlLTlkZDU4YzU5YjEzNi5qcGc=
2021,The Power of the Dog,94.0,76.0,,https://www.rottentomatoes.com/m/the_power_of_the_dog,https://resizing.flixster.com/Rk7fdyOXFyc7Wn1iDsHMPH6OVjE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJiNjQ0YWVlLTFhZmQtNGQwYy05NzlhLTY1NDExZTQxNWU0Zi5qcGc=
2021,West Side Story,91.0,93.0,,https://www.rottentomatoes.com/m/west_side_story_2021,https://resizing.flixster.com/1-wvTp-iuqaDikrorqZBaYQdFvo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzkzYTk5ZTVjLWJmYjYtNGYxYS1hMzQzLTI0NTAyNGNhMDVhYy5qcGc=
2022,All Quiet on the Western Front,90.0,90.0,,https://www.rottentomatoes.com/m/all_quiet_on_the_western_front_2022,https://resizing.flixster.com/Tv-nj_XzcvU5GZthFm-0xrSvvjo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzljM2U3Mjk3LWExNzgtNGE2NS05OTMxLWVlZmU1NzNlZWM5MS5qcGc=
2022,Avatar: The Way of Water,76.0,92.0,,https://www.rottentomatoes.com/m/avatar_the_way_of_water,https://resizing.flixster.com/gWWM2Ov0VLAuazwELZCVc9grUQI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzgyMGM0ZDJiLWNmYjAtNGI3NS1hYTgzLTQ5YmU2ZjQwZWE0ZC5qcGc=
2022,Elvis,77.0,94.0,,https://www.rottentomatoes.com/m/elvis,https://resizing.flixster.com/mYfU74jKBCV9KA_O7ktmk5exwu4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzczNjAwNTk0LTRlZWEtNDY5Ni1iYWM1LWRhZjI1OWUzODNhNy5qcGc=
2022,Everything Everywhere All at Once,93.0,79.0,,https://www.rottentomatoes.com/m/everything_everywhere_all_at_once,https://resizing.flixster.com/mx-agGjjsUK1QMyuv3AJhHI3hgo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA3ZjU2MGU1LWMxODItNDlkMC1hYzJhLTY2YzMwOGZkMDhiZi5qcGc=
2022,The Banshees of Inisherin,96.0,75.0,,https://www.rottentomatoes.com/m/the_banshees_of_inisherin,https://resizing.flixster.com/SqYohHz5ela5G1qTZ8aKYunK2Oo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzc4ZjI3ZDBiLTkwMDktNDVkZC1hZmI5LTJiNDdjNWRmZDVjOC5qcGc=
2022,The Fabelmans,92.0,83.0,,https://www.rottentomatoes.com/m/the_fabelmans,https://resizing.flixster.com/sHWlKXB2LojbyFEGXuLICWYopdI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA3Y2Y3MTk3LWZkMWUtNGNjNS04YzY0LWI0YjNlNDNmYTRhNC5qcGc=
2022,Top Gun: Maverick,96.0,99.0,,https://www.rottentomatoes.com/m/top_gun_maverick,https://resizing.flixster.com/TIM4kfHTVZrfpF0tYt9LIU69A5s=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzU1OWIwMWQwLWYyZDItNDk4Yi04MDIxLWI3OTJlNDI1NjA3NS5qcGc=
2022,Triangle of Sadness,72.0,80.0,,https://www.rottentomatoes.com/m/triangle_of_sadness,https://resizing.flixster.com/z6ABTqY9Z_hs2mKAokadKfuTHyg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI5NTZjNDYwLWFkNDgtNDhlZC05OWE5LWZlYzRhMjgwZDJjMC5qcGc=
2022,Tár,91.0,74.0,,https://www.rottentomatoes.com/m/tar_2022,https://resizing.flixster.com/wFUHH4yTM6tmK4R-0f6pCrCPpB0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzBlZGZjZWM1LTVkNmMtNDYzZC1iNjc0LTYwNDY0YTkzYTExYy5qcGc=
2022,Women Talking,90.0,80.0,,https://www.rottentomatoes.com/m/women_talking,https://resizing.flixster.com/YK7EnYmnlr7njPaqZ_x-mdAI86A=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2FmZDQxZTlhLTYyN2ItNDc5ZS04NjEzLWU2NmY3Y2JkNTkwMi5qcGc=
2023,American Fiction,93.0,95.0,,https://www.rottentomatoes.com/m/american_fiction,https://resizing.flixster.com/Kes35WjbggKb9o6T7JG1nBGE2RE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2M4ODA3YzJjLTA5YWItNDFhZi1hNDc5LTc0MWU0NWMxYTU3ZS5qcGc=
2023,Anatomy of a Fall,96.0,91.0,,https://www.rottentomatoes.com/m/anatomy_of_a_fall,https://resizing.flixster.com/DiduaaJKONgMBcwEdDgLlFGE7Vo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2JmMGYzZGMxLWVjNmItNGI1ZS05ODAxLTkwY2U4ZGQyMzI5Ni5qcGc=
2023,Barbie,88.0,83.0,,https://www.rottentomatoes.com/m/barbie,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13472534_p_v8_am.jpg
2023,Killers of the Flower Moon,93.0,84.0,,https://www.rottentomatoes.com/m/killers_of_the_flower_moon,https://resizing.flixster.com/GGQKtXozu58SHWKH0Cz-5jQ9U38=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZhOWE1N2ZkLTY4MzgtNDA3Yi05MDEwLWQzN2QwMTFkZDdmNS5qcGc=
2023,Maestro,78.0,87.0,,https://www.rottentomatoes.com/m/maestro_2023,https://resizing.flixster.com/QxuXNaDPg5NQX_DPml6C0zV1A5E=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZmMDhiMTk1LTc5MzMtNGQ0OS04NTNiLTY2MWEwZDBkYjRlMi5qcGc=
2023,Oppenheimer,93.0,91.0,,https://www.rottentomatoes.com/m/oppenheimer_2023,https://resizing.flixster.com/dV1vfa4w_dB4wzk7A_VzThWUWw8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzEyZDMyYjZmLThmNzAtNDliNC1hMjFmLTA2ZWY4M2UyMjJhMi5qcGc=
2023,Past Lives,95.0,93.0,,https://www.rottentomatoes.com/m/past_lives,https://resizing.flixster.com/Rj36W7XfjR7FUlGiJBCMNfLpk5k=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg5NjQ4NjQxLTI5MzktNDVlMy04NTU0LTEzZGJiYTZmNzRlNi5qcGc=
2023,Poor Things,92.0,80.0,,https://www.rottentomatoes.com/m/poor_things,https://resizing.flixster.com/U_RT77J5o2EfMC-DdAc7Dm8CkKY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzNmM2FiYmJhLTFjYTgtNDljOC04MjQ4LTU1Yjg0M2NkNTdmZC5qcGc=
2023,The Holdovers,97.0,92.0,,https://www.rottentomatoes.com/m/the_holdovers,https://resizing.flixster.com/Gfe3Lf75Qo5Pb0feNQ58BzwVBOA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ4N2I3NGFjLWY3NDAtNDVlMS05ODFmLTNmYjA5ZmE3NTViNi5qcGc=
2023,The Zone of Interest,93.0,79.0,,https://www.rottentomatoes.com/m/the_zone_of_interest,https://resizing.flixster.com/sK_6rOkR73t2sfxWzzu1MJY4e-E=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2RkMDcxNjExLWY2OGYtNGJlNS04OTNjLTdhNDA3OGIzZjA1NC5qcGc=
2024,A Complete Unknown,82.0,95.0,,https://www.rottentomatoes.com/m/a_complete_unknown,https://resizing.flixster.com/eqt-Ae8wE9lkY9IWV82QWKpjuTg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQyYjIzN2EwLTViN2ItNGEzYy1hN2FlLTk0YmYwZTQ2ZjA3ZS5qcGc=
2024,Anora,93.0,84.0,,https://www.rottentomatoes.com/m/anora,https://resizing.flixster.com/FTHBGq9jCInQsKBj9dhfLIVIxrM=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg2NWVmODUwLWIzMDAtNGVkMC1iODgwLWZmZDAyOTVkODkwYS5qcGc=
2024,Conclave,93.0,86.0,,https://www.rottentomatoes.com/m/conclave,https://resizing.flixster.com/EuHvfeWcRbhSOlcUxLa4n_yhNtQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY4ZWI3MGFjLWNlZTEtNGYyOC04NGY1LWFlOGQzMDZmZThmNS5qcGc=
2024,Dune: Part Two,92.0,95.0,,https://www.rottentomatoes.com/m/dune_part_two,https://resizing.flixster.com/PgHhmCKS3hR6GUsVNlC-vZ9d90I=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZhOTA0OTIzLTEwNDctNDhkNS1iNTc3LTY3MjBmNDc5OGU1Mi5qcGc=
2024,Emilia Pérez,70.0,17.0,,https://www.rottentomatoes.com/m/emilia_perez,https://resizing.flixster.com/f1xd1j5OIWlNcT8D6thNcvlc-ls=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2ZjZThlZjg3LTBlZDQtNGVlYS05NjA1LTI1ODM0OTNiOWQ0NS5qcGc=
2024,I'm Still Here,97.0,97.0,,https://www.rottentomatoes.com/m/im_still_here_2024,https://resizing.flixster.com/3OQ90Q95v3LWbtW5hWKzuGBL-0U=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2VmNzdhYTFjLTc3OWUtNGRlOS1iYjBkLWFkZmFhNWRiYjY2Yy5qcGc=
2024,Nickel Boys,92.0,75.0,,https://www.rottentomatoes.com/m/nickel_boys,https://resizing.flixster.com/fG2zvisuVDoovvG4RjXzvFBLpPE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI1YTVhYjMxLTQwMGQtNDk5Yy05NGFlLTg5NzRhOGU5YmQzMS5qcGc=
2024,The Brutalist,93.0,79.0,,https://www.rottentomatoes.com/m/the_brutalist,https://resizing.flixster.com/g2JZXXo0FSihsiOJG3XyWv8Ml7A=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2E3MmU0NGMwLWVjMjQtNGQ0ZC04ZWYzLWI1YWNkZDVkYmIxNy5qcGc=
2024,The Substance,89.0,76.0,,https://www.rottentomatoes.com/m/the_substance,https://resizing.flixster.com/jR2K79Abw-XbUPWBfdjzMStAHSA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzFjNzgyYzkwLWZkNGItNDEwZi04MTViLTRmOGRlN2M4NTg2OC5qcGc=
2024,Wicked,88.0,95.0,,https://www.rottentomatoes.com/m/wicked_2024,https://resizing.flixster.com/1udyHgoIqT1-2LitoJfbaaumai0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzFhYjBiNWVmLTk0NWUtNDE5Mi04ZTZiLWJiOTcxNmIyZWQxNC5qcGc=
2025,After the Hunt,37.0,39.0,10.0,https://www.rottentomatoes.com/m/after_the_hunt,https://resizing.flixster.com/N51PaCVs6T7yUteAvq8TnlOnwQU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzMyYjNjMTE1LWQ1ODQtNGY5Ny1hYjQzLWYzZmFmMWZiMDU5OC5qcGc=
2025,Ballad of a Small Player,49.0,50.0,10.0,https://www.rottentomatoes.com/m/ballad_of_a_small_player,https://resizing.flixster.com/HI3e4ZgRz8stlChoc0PvosdIcxs=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY3MDAwM2RmLTc1NDUtNGY1OC04YzlmLWFhYTk4YTgzMjA1NS5qcGc=
2025,Blue Moon,89.0,76.0,10.0,https://www.rottentomatoes.com/m/blue_moon_2025,https://resizing.flixster.com/c32XmlONGGf3k6KDxTsRe1vqvTk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY0NTMwOTYzLTdjODgtNDY2NC05ODU0LWQ2OGYxNDAwOGVkYy5qcGc=
2025,Bugonia,87.0,84.0,10.0,https://www.rottentomatoes.com/m/bugonia,https://resizing.flixster.com/gwB5ARQSFnq3ERE3wrksNSQAeOc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzcxYjQwMDdlLTU5ODUtNDRkNi1iMTc2LTgyMmFhY2IyY2IyYy5qcGc=
2025,F1,82.0,97.0,,https://www.rottentomatoes.com/m/f1_the_movie,https://resizing.flixster.com/5Q22ZbwHwgkaD60RZvLq-j6oE9c=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2YyYmY3OGU3LWY2ZDgtNGNhYy04NmJhLWFiZGM2YjM3YTI1Zi5qcGc=
