year_film,film,film_key,release_month,query,status,matched_title,matched_vanity,matched_release_year,tomatometer_rating,audience_rating,poster_url,rt_url,match_score,match_reason,rt_updated_at,fetched_at,error_message
2010,The King's Speech,the king s speech,,The King's Speech,matched,The King's Speech,the_kings_speech,2010,94,92,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8073374_p_v10_ad.jpg,https://www.rottentomatoes.com/m/the_kings_speech,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:15:14.332Z,2026-04-10T00:05:42.712409+00:00,
2010,The Social Network,the social network,,The Social Network,matched,The Social Network,the-social-network,2010,96,87,https://resizing.flixster.com/SmUywWzlQcOaUEdbnh6F88PrlxE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzRmNjEyZjdmLWM1ZDktNDFjNS1hYWIyLWU1ZjhmOTU2ODk0ZS5qcGc=,https://www.rottentomatoes.com/m/the-social-network,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:12:31.457Z,2026-04-10T00:05:42.712409+00:00,
2010,Toy Story 3,toy story 3,,Toy Story 3,matched,Toy Story 3,toy_story_3,2010,98,90,https://resizing.flixster.com/F4qdcvTFMYoEmut3WmhBVmYeSVI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzlhZDg3ZjU1LTk3ZTAtNDMzMC04MzliLTNiMzE5YmQ3ZDQ4OC53ZWJw,https://www.rottentomatoes.com/m/toy_story_3,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T19:08:22.277Z,2026-04-10T00:05:42.712409+00:00,
2010,True Grit,true grit,,True Grit,matched,True Grit,true_grit_2010,2010,95,85,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8160526_p_v8_ae.jpg,https://www.rottentomatoes.com/m/true_grit_2010,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T00:37:20.009Z,2026-04-10T00:05:42.712409+00:00,
2010,Winter's Bone,winter s bone,,Winter's Bone,matched,Winter's Bone,10012136-winters_bone,2010,94,76,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8034490_p_v12_aa.jpg,https://www.rottentomatoes.com/m/10012136-winters_bone,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:03:01.101Z,2026-04-10T00:05:42.712409+00:00,
2011,Extremely Loud & Incredibly Close,extremely loud and incredibly close,,Extremely Loud & Incredibly Close,matched,Extremely Loud & Incredibly Close,extremely_loud_and_incredibly_close,2011,45,61,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8743169_p_v8_an.jpg,https://www.rottentomatoes.com/m/extremely_loud_and_incredibly_close,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:08:09.884Z,2026-04-10T00:05:42.712409+00:00,
2011,Hugo,hugo,,Hugo,matched,Hugo,hugo,2011,93,78,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8403456_p_v10_aq.jpg,https://www.rottentomatoes.com/m/hugo,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T05:04:00.748Z,2026-04-10T00:05:42.712409+00:00,
2011,Midnight in Paris,midnight in paris,,Midnight in Paris,matched,Midnight in Paris,midnight_in_paris,2011,93,83,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8526590_p_v10_aa.jpg,https://www.rottentomatoes.com/m/midnight_in_paris,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:06:35.056Z,2026-04-10T00:05:42.712409+00:00,
2011,Moneyball,moneyball,,Moneyball,matched,Moneyball,moneyball,2011,94,86,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8417791_p_v10_ag.jpg,https://www.rottentomatoes.com/m/moneyball,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:09:58.260Z,2026-04-10T00:05:42.712409+00:00,
2011,The Artist,the artist,,The Artist,matched,The Artist,the_artist,2011,95,87,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8725913_p_v8_aa.jpg,https://www.rottentomatoes.com/m/the_artist,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:06:23.074Z,2026-04-10T00:05:42.712409+00:00,
2011,The Descendants,the descendants,,The Descendants,matched,The Descendants,the_descendants_2011,2011,88,79,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8701268_p_v12_aj.jpg,https://www.rottentomatoes.com/m/the_descendants_2011,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:57:34.041Z,2026-04-10T00:05:42.712409+00:00,
2011,The Help,the help,,The Help,matched,The Help,the_help,2011,75,89,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8554431_p_v8_av.jpg,https://www.rottentomatoes.com/m/the_help,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:14:38.059Z,2026-04-10T00:05:42.712409+00:00,
2011,The Tree of Life,the tree of life,,The Tree of Life,matched,The Tree of Life,the_tree_of_life,2011,86,60,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7815546_p_v13_bc.jpg,https://www.rottentomatoes.com/m/the_tree_of_life,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T20:30:14.628Z,2026-04-10T00:05:42.712409+00:00,
2011,War Horse,war horse,,War Horse,matched,War Horse,war_horse,2011,74,74,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8618532_p_v8_ae.jpg,https://www.rottentomatoes.com/m/war_horse,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:04:12.583Z,2026-04-10T00:05:42.712409+00:00,
2012,Amour,amour,,Amour,matched,Amour,amour_2013,2012,93,82,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9286157_p_v10_aj.jpg,https://www.rottentomatoes.com/m/amour_2013,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:05:55.388Z,2026-04-10T00:05:42.712409+00:00,
2012,Argo,argo,,Argo,matched,Argo,argo_2012,2012,96,90,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9128357_p_v10_an.jpg,https://www.rottentomatoes.com/m/argo_2012,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:03:19.391Z,2026-04-10T00:05:42.712409+00:00,
2012,Beasts of the Southern Wild,beasts of the southern wild,,Beasts of the Southern Wild,matched,Beasts of the Southern Wild,beasts_of_the_southern_wild,2012,87,76,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9026955_p_v8_ap.jpg,https://www.rottentomatoes.com/m/beasts_of_the_southern_wild,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:06:28.860Z,2026-04-10T00:05:42.712409+00:00,
2012,Django Unchained,django unchained,,Django Unchained,matched,Django Unchained,django_unchained_2012,2012,87,92,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9287010_p_v12_at.jpg,https://www.rottentomatoes.com/m/django_unchained_2012,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:37:18.538Z,2026-04-10T00:05:42.712409+00:00,
2012,Les Misérables,les miserables,,Les Misérables,matched,Les Misérables,les_miserables_2012,2012,70,79,https://resizing.flixster.com/1zLOrsw_MLsSBZqw8mpjTbdpUQE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY5MDI2ZTQ5LTU2NDItNDBiZC04OTJiLWRkYTdkOWIyN2VmNC5qcGc=,https://www.rottentomatoes.com/m/les_miserables_2012,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:26.165Z,2026-04-10T00:05:42.712409+00:00,
2012,Life of Pi,life of pi,,Life of Pi,matched,Life of Pi,life-of-pi,2012,86,84,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9227710_p_v10_ai.jpg,https://www.rottentomatoes.com/m/life-of-pi,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:22.391Z,2026-04-10T00:05:42.712409+00:00,
2012,Lincoln,lincoln,,Lincoln,matched,Lincoln,lincoln_2011,2012,89,80,https://resizing.flixster.com/l3Wo9iTyQ0Z4F9TJBRZSBRe7ZEU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzMwMDkyOGZjLTE2ZDAtNGM4My05YjQwLTI1NDc3NmFjOGRlMC5qcGc=,https://www.rottentomatoes.com/m/lincoln_2011,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:31:14.572Z,2026-04-10T00:05:42.712409+00:00,
2012,Silver Linings Playbook,silver linings playbook,,Silver Linings Playbook,matched,Silver Linings Playbook,silver_linings_playbook,2012,92,86,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/118336/118336_aa.jpg,https://www.rottentomatoes.com/m/silver_linings_playbook,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:55:18.993Z,2026-04-10T00:05:42.712409+00:00,
2012,Zero Dark Thirty,zero dark thirty,,Zero Dark Thirty,matched,Zero Dark Thirty,zero_dark_thirty,2012,91,80,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9400738_p_v8_az.jpg,https://www.rottentomatoes.com/m/zero_dark_thirty,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:26:35.122Z,2026-04-10T00:05:42.712409+00:00,
2013,12 Years a Slave,12 years a slave,,12 Years a Slave,matched,12 Years a Slave,12_years_a_slave,2013,95,90,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10029562_p_v10_ac.jpg,https://www.rottentomatoes.com/m/12_years_a_slave,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:22.965Z,2026-04-10T00:05:42.712409+00:00,
2013,American Hustle,american hustle,,American Hustle,matched,American Hustle,american_hustle,2013,92,74,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10016553_p_v10_al.jpg,https://www.rottentomatoes.com/m/american_hustle,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:05.046Z,2026-04-10T00:05:42.712409+00:00,
2013,Captain Phillips,captain phillips,,Captain Phillips,matched,Captain Phillips,captain_phillips,2013,93,89,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9968629_p_v8_au.jpg,https://www.rottentomatoes.com/m/captain_phillips,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:55:05.881Z,2026-04-10T00:05:42.712409+00:00,
2013,Dallas Buyers Club,dallas buyers club,,Dallas Buyers Club,matched,Dallas Buyers Club,dallas_buyers_club,2013,92,91,https://resizing.flixster.com/72_81psbYL7_h-NdYzz7P8nSYxg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2QxYWM4N2M4LTc1MDUtNGIyMi05MWI2LWNhMWNjYWQ4MzAzNS5qcGc=,https://www.rottentomatoes.com/m/dallas_buyers_club,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:31:06.220Z,2026-04-10T00:05:42.712409+00:00,
2013,Gravity,gravity,,Gravity,matched,Gravity,gravity_2013,2013,96,79,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9248657_p_v8_ak.jpg,https://www.rottentomatoes.com/m/gravity_2013,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:26:09.392Z,2026-04-10T00:05:42.712409+00:00,
2013,Her,her,,Her,matched,Her,her,2013,95,82,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9991186_p_v10_ag.jpg,https://www.rottentomatoes.com/m/her,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T06:50:48.898Z,2026-04-10T00:05:42.712409+00:00,
2013,Nebraska,nebraska,,Nebraska,matched,Nebraska,nebraska,2013,90,83,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9991634_p_v12_ac.jpg,https://www.rottentomatoes.com/m/nebraska,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:04:40.618Z,2026-04-10T00:05:42.712409+00:00,
2013,Philomena,philomena,,Philomena,matched,Philomena,philomena,2013,91,89,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10197066_p_v13_ap.jpg,https://www.rottentomatoes.com/m/philomena,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T09:43:59.611Z,2026-04-10T00:05:42.712409+00:00,
2013,The Wolf of Wall Street,the wolf of wall street,,The Wolf of Wall Street,matched,The Wolf of Wall Street,the_wolf_of_wall_street_2013,2013,79,83,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9991602_p_v12_aj.jpg,https://www.rottentomatoes.com/m/the_wolf_of_wall_street_2013,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:03:31.381Z,2026-04-10T00:05:42.712409+00:00,
2014,American Sniper,american sniper,,American Sniper,matched,American Sniper,american_sniper,2014,71,84,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10991238_p_v8_ay.jpg,https://www.rottentomatoes.com/m/american_sniper,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:25.270Z,2026-04-10T00:05:42.712409+00:00,
2014,Birdman or (The Unexpected Virtue of Ignorance),birdman or the unexpected virtue of ignorance,,Birdman or (The Unexpected Virtue of Ignorance),matched,Birdman or (The Unexpected Virtue of Ignorance),birdman_2014,2014,91,78,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10726435_p_v8_am.jpg,https://www.rottentomatoes.com/m/birdman_2014,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T12:05:39.867Z,2026-04-10T00:05:42.712409+00:00,
2014,Boyhood,boyhood,,Boyhood,matched,Boyhood,boyhood,2014,97,80,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10673530_p_v8_aa.jpg,https://www.rottentomatoes.com/m/boyhood,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:22.001Z,2026-04-10T00:05:42.712409+00:00,
2014,Selma,selma,,Selma,matched,Selma,selma,2014,99,86,https://resizing.flixster.com/Lk4Rbo-fk3X7QMms30fcwVyFAFg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I4YWYyNTM4LTlkZTAtNDA0NS05OTRhLWFmYWNlZGQ1Y2RiYS53ZWJw,https://www.rottentomatoes.com/m/selma,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:57:55.697Z,2026-04-10T00:05:42.712409+00:00,
2014,The Grand Budapest Hotel,the grand budapest hotel,,The Grand Budapest Hotel,matched,The Grand Budapest Hotel,the_grand_budapest_hotel,2014,92,87,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10295153_p_v8_at.jpg,https://www.rottentomatoes.com/m/the_grand_budapest_hotel,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:34:46.122Z,2026-04-10T00:05:42.712409+00:00,
2014,The Imitation Game,the imitation game,,The Imitation Game,matched,The Imitation Game,the_imitation_game,2014,90,91,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10771057_p_v12_av.jpg,https://www.rottentomatoes.com/m/the_imitation_game,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:12:17.410Z,2026-04-10T00:05:42.712409+00:00,
2014,The Theory of Everything,the theory of everything,,The Theory of Everything,matched,The Theory of Everything,the_theory_of_everything_2014,2014,81,84,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10704182_p_v10_ae.jpg,https://www.rottentomatoes.com/m/the_theory_of_everything_2014,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T03:49:38.642Z,2026-04-10T00:05:42.712409+00:00,
2014,Whiplash,whiplash,,Whiplash,matched,Whiplash,whiplash_2014,2014,94,94,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10488558_p_v12_ai.jpg,https://www.rottentomatoes.com/m/whiplash_2014,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T04:57:00.009Z,2026-04-10T00:05:42.712409+00:00,
2015,Bridge of Spies,bridge of spies,10.0,Bridge of Spies,matched,Bridge of Spies,bridge_of_spies,2015,91,87,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11819886_p_v13_ap.jpg,https://www.rottentomatoes.com/m/bridge_of_spies,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T07:52:13.044Z,2026-04-10T00:05:42.712409+00:00,
2015,Brooklyn,brooklyn,11.0,Brooklyn,matched,Brooklyn,brooklyn,2015,97,87,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11436766_p_v8_ak.jpg,https://www.rottentomatoes.com/m/brooklyn,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:23.532Z,2026-04-10T00:05:42.712409+00:00,
2015,Mad Max: Fury Road,mad max fury road,5.0,Mad Max: Fury Road,matched,Mad Max: Fury Road,mad_max_fury_road,2015,97,86,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10854488_p_v8_ac.jpg,https://www.rottentomatoes.com/m/mad_max_fury_road,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T08:26:15.619Z,2026-04-10T00:05:42.712409+00:00,
2015,Room,room,10.0,Room,matched,Room,room_2015,2015,93,93,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p12008673_p_v8_ad.jpg,https://www.rottentomatoes.com/m/room_2015,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:09:56.352Z,2026-04-10T00:05:42.712409+00:00,
2015,Spotlight,spotlight,11.0,Spotlight,matched,Spotlight,spotlight_2015,2015,97,93,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11897076_p_v7_an.jpg,https://www.rottentomatoes.com/m/spotlight_2015,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:59:53.486Z,2026-04-10T00:05:42.712409+00:00,
2015,The Big Short,the big short,12.0,The Big Short,matched,The Big Short,the_big_short,2015,89,88,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p12157971_p_v13_al.jpg,https://www.rottentomatoes.com/m/the_big_short,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:03.684Z,2026-04-10T00:05:42.712409+00:00,
2015,The Martian,the martian,10.0,The Martian,matched,The Martian,the_martian,2015,91,91,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10980706_p_v13_ar.jpg,https://www.rottentomatoes.com/m/the_martian,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T02:11:19.926Z,2026-04-10T00:05:42.712409+00:00,
2015,The Revenant,the revenant,12.0,The Revenant,matched,The Revenant,the_revenant_2015,2015,78,84,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11598208_p_v13_bh.jpg,https://www.rottentomatoes.com/m/the_revenant_2015,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:31:37.421Z,2026-04-10T00:05:42.712409+00:00,
2016,Arrival,arrival,11.0,Arrival,matched,Arrival,arrival_2016,2016,94,83,https://resizing.flixster.com/owvDIZEFYCeWRHjrtw8LsmTaFzg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzBlNjgwNTY3LTgzZGUtNDBkYi05MmRjLTVjZTY2ZmM5YWIxMi53ZWJw,https://www.rottentomatoes.com/m/arrival_2016,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T06:03:24.865Z,2026-04-10T00:05:42.712409+00:00,
2016,Fences,fences,12.0,Fences,matched,Fences,fences_2016,2016,92,75,https://resizing.flixster.com/-b7TI-omXiLqXUnDDldxKBxmb4U=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzEwYmJkMDRiLTU5MjgtNDIxYy1hZDhiLWE4MTY3NTNhZWU3Ny53ZWJw,https://www.rottentomatoes.com/m/fences_2016,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T10:55:27.464Z,2026-04-10T00:05:42.712409+00:00,
2016,Hacksaw Ridge,hacksaw ridge,11.0,Hacksaw Ridge,matched,Hacksaw Ridge,hacksaw_ridge,2016,84,92,https://resizing.flixster.com/fqHoVM9U_V4nCyJ2011Tjmrw-Bk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzM3MGVkZTFlLTZmNWMtNDgwYS04NjFlLTg3OWE3OWU5MDk2YS53ZWJw,https://www.rottentomatoes.com/m/hacksaw_ridge,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:44:59.105Z,2026-04-10T00:05:42.712409+00:00,
2016,Hell or High Water,hell or high water,8.0,Hell or High Water,matched,Hell or High Water,hell_or_high_water,2016,97,89,https://resizing.flixster.com/W-yshypUyj6dWOsWnC_MXc0_zmc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzBkZTQ2N2UyLTg1YjQtNDRjMS1hNTEyLTVlZmI2ZWE2YjI0Ny53ZWJw,https://www.rottentomatoes.com/m/hell_or_high_water,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T09:30:06.279Z,2026-04-10T00:05:42.712409+00:00,
2016,Hidden Figures,hidden figures,12.0,Hidden Figures,matched,Hidden Figures,hidden_figures,2016,93,93,https://resizing.flixster.com/CG6d3aZ2Fx_C-XzPoISZG2WC1TY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzhjZGE3MTgzLTRlMTktNDQyZS04ODQzLWVhNDE5MWM5MmI0ZS53ZWJw,https://www.rottentomatoes.com/m/hidden_figures,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T12:29:10.817Z,2026-04-10T00:05:42.712409+00:00,
2016,La La Land,la la land,12.0,La La Land,matched,La La Land,la_la_land,2016,91,82,https://resizing.flixster.com/qrwaHhY7g8sv_HP3fH-zXwyFtME=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2U1ZDIyYTgzLWQxYjctNGY2MC1iNDRiLTYwZTBmOGEwOWM5Mi53ZWJw,https://www.rottentomatoes.com/m/la_la_land,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:46:50.253Z,2026-04-10T00:05:42.712409+00:00,
2016,Lion,lion,11.0,Lion,matched,Lion,lion_2016,2016,84,91,https://resizing.flixster.com/ptes-Egc_-9tUp8pir_VJl4J9fw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I0NzMwNjdkLTYzNWMtNGU1YS04YjYyLTQyMjQwMzEzYzU3Ni53ZWJw,https://www.rottentomatoes.com/m/lion_2016,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-08T21:02:47.141Z,2026-04-10T00:05:42.712409+00:00,
2016,Manchester by the Sea,manchester by the sea,11.0,Manchester by the Sea,matched,Manchester by the Sea,manchester_by_the_sea,2016,96,78,https://resizing.flixster.com/Md43y6frN-sFNDW6VvaJuCMkSi8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzVhNDgyZGIwLTRlZTYtNGE4OC1iZTA1LTY0NWQ3ZThjYzc4MS53ZWJw,https://www.rottentomatoes.com/m/manchester_by_the_sea,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T13:57:04.096Z,2026-04-10T00:05:42.712409+00:00,
2016,Moonlight,moonlight,10.0,Moonlight,matched,Moonlight,moonlight_2016,2016,98,79,https://resizing.flixster.com/HE1uYAymQPCdYxRQ4SQHAOmKE60=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ1MTIzMDlhLWJiMWUtNGVhOS05MjFhLTkyMjVmNDkzNDA5Yi53ZWJw,https://www.rottentomatoes.com/m/moonlight_2016,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T01:52:41.449Z,2026-04-10T00:05:42.712409+00:00,
2017,Call Me by Your Name,call me by your name,11.0,Call Me by Your Name,matched,Call Me by Your Name,call_me_by_your_name,2017,95,86,https://resizing.flixster.com/GR7S7lf9u9iCxy-rQIYOLVQIOL0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJkOGVlYzY1LTA2YjItNDc5My1hZDk5LTM3MGJjMWIyYmIxYS53ZWJw,https://www.rottentomatoes.com/m/call_me_by_your_name,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T18:32:01.605Z,2026-04-10T00:05:42.712409+00:00,
2017,Darkest Hour,darkest hour,11.0,Darkest Hour,matched,Darkest Hour,darkest_hour_2017,2017,84,83,https://resizing.flixster.com/R2zGsQrVcJJG-0US45kyEU-agaU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg3MjhlMzc3LTczMWEtNDliZi05MjA1LThlNTU3Zjk3MWRmZi53ZWJw,https://www.rottentomatoes.com/m/darkest_hour_2017,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T16:26:32.353Z,2026-04-10T00:05:42.712409+00:00,
2017,Dunkirk,dunkirk,7.0,Dunkirk,matched,Dunkirk,dunkirk_2017,2017,92,81,https://resizing.flixster.com/Q8brnMSWFLzW9S2nPmfqAYdQRQg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2I1MWE0NTljLTA3ODgtNDZkYy04NTcwLTgzMzg3ZjRmMzRhNC53ZWJw,https://www.rottentomatoes.com/m/dunkirk_2017,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T03:12:55.059Z,2026-04-10T00:05:42.712409+00:00,
2017,Get Out,get out,2.0,Get Out,matched,Get Out,get_out,2017,98,86,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13365032_p_v8_bb.jpg,https://www.rottentomatoes.com/m/get_out,205,"ratio=1.00, exact-title, exact-year, main-title, has-score",2026-04-09T03:13:00.240Z,2026-04-10T00:05:42.712409+00:00,
